plateNumber,plateState,plateCountry,plateType,domestic,yearOfRegistration,vehicleMake,vehicleModel,vehicleColor,vehicleClass,tollingMethod,hasTag,tagAgencyId,tagId,item_type,tag_type,mounting,tag_delivery_method,tag_alias_name,shippingAddress
GE 6533,AL,USA,PERSONAL,True,2001,Kia,Forte,Red,5 Axle,TAG,True,AGN497,TAG1017,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Johnathan,"4761 Alison Plaza, North Geraldview, KS 67608"
IN 7749,WA,USA,PERSONAL,True,2007,Chevrolet,Silverado,Blue,5 Axle,TAG,False,AGN845,TAG6191,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Walter,"5906 Marks Flat, New Jillburgh, SD 59147"
WI 1445,IL,USA,PERSONAL,True,2013,Audi, Q7,White,5 Axle,TAG,False,AGN110,TAG3585,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Sherri,"873 Garrison Freeway, Garciabury, SC 35515"
ID 9862,OH,USA,PERSONAL,False,2017,Tesla,Model Y,Black,2 Axle,VIDEO,,,,,,,,,
MO 9471,CA,USA,PERSONAL,True,2010,Toyota,Corolla,Blue,2 Axle,TAG,True,AGN513,TAG2200,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Brittany,"5708 Joseph Green, Ericfurt, TX 28421"
TE 3671,AL,USA,PERSONAL,True,2005,Volkswagen,Tiguan,Black,4 Axle,TAG,True,AGN264,TAG2392,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michael,"643 Moore Centers, Port Davidmouth, DE 55560"
IL 9143,VA,USA,PERSONAL,True,2004,Kia,Sport-age,White,4 Axle,TAG,False,AGN366,TAG1308,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Scott,"89280 Franklin Mills Apt. 376, West Richardshire, AR 32436"
WI 7757,NC,USA,ELECTRIC,False,2015,Audi, Q7,Green,3 Axle,VIDEO,,,,,,,,,
GE 8794,VA,USA,PERSONAL,True,2002,Audi,Q5,Red,4 Axle,TAG,True,AGN823,TAG7538,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Tina,"367 Joseph Cliffs, South Thomasview, VI 25917"
OH 7106,VA,USA,PERSONAL,True,2015,Ford,F-150,White,4 Axle,TAG,True,AGN509,TAG3638,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Shelby,"75043 Castro Lake Apt. 263, Lake Tammy, DC 62426"
MI 8997,PA,USA,ELECTRIC,True,2018,Ford,Mustang,Green,5 Axle,TAG,False,AGN768,TAG1409,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Bradley,"10362 Nguyen Meadow, South Debraland, WI 79217"
CO 7190,TN,USA,COMMERCIAL,True,2020,Honda,Civic,Black,5 Axle,VIDEO,,,,,,,,,
MI 190,FL,USA,COMMERCIAL,True,2022,Lexus,GS,Blue,3 Axle,TAG,True,AGN481,TAG4623,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Antonio,"554 Graves Neck Suite 852, Lake Joshua, VA 38386"
IL 2057,AZ,USA,PERSONAL,True,2012,Volkswagen,Pass-at,Red,4 Axle,TAG,True,AGN809,TAG1167,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Lynn,"538 Steven Parks Suite 379, Santiagomouth, NJ 26776"
MA 8986,VA,USA,COMMERCIAL,False,2008,Hyundai,Sonata,Blue,4 Axle,TAG,True,AGN573,TAG7882,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,Richard,"8906 Jeanne Lake, Kathyville, FM 24245"
LO 9142,NY,USA,ELECTRIC,True,2011,Toyota,Corolla,Blue,2 Axle,VIDEO,,,,,,,,,
TE 790,TX,USA,ELECTRIC,True,2005,Toyota,Tacoma,White,2 Axle,TAG,False,AGN704,TAG7039,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Lauren,"4556 Sarah Manors Suite 024, Patrickstad, WA 51708"
IN 8167,TN,USA,PERSONAL,False,2002,Ford,Explorer,Black,4 Axle,TAG,True,AGN613,TAG5734,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Alexis,"49241 Zuniga Inlet, Perezborough, GA 88419"
HA 9704,WA,USA,PERSONAL,False,2014,Kia,Optima,Blue,2 Axle,TAG,True,AGN900,TAG3887,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Deborah,"650 Cruz Wall, Lake Williamville, TX 46334"
UT 9836,TN,USA,COMMERCIAL,True,2016,Tesla,Model Y,White,4 Axle,VIDEO,,,,,,,,,
MA 9998,TN,USA,PERSONAL,True,2017,Subaru	,Cross-trek,Green,2 Axle,TAG,True,AGN342,TAG6118,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Stephanie,"3061 Olson Groves Suite 667, South Joshuachester, MN 80630"
ID 2717,IL,USA,ELECTRIC,False,2010,Nissan,Pathfinder,White,5 Axle,TAG,False,AGN516,TAG8680,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Steve,"38048 Janice Coves Apt. 029, New Cassandraberg, PW 43209"
ID 5927,NC,USA,COMMERCIAL,True,2011,BMW,3 Series,Red,5 Axle,TAG,False,AGN612,TAG3447,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Thomas,"2045 Robert Causeway Apt. 385, Port Laurie, MP 40285"
MI 9810,NC,USA,COMMERCIAL,False,2014,Volkswagen,Golf,Red,4 Axle,VIDEO,,,,,,,,,
MA 9072,TN,USA,PERSONAL,False,2020,Hyundai,Santa Fe,Red,2 Axle,TAG,True,AGN547,TAG1576,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Nicole,"98324 Henry Gateway Apt. 941, Lake Jeffrey, WA 43101"
OK 1031,AL,USA,ELECTRIC,False,2011,Lexus,ES,Red,3 Axle,TAG,False,AGN758,TAG1173,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Kenneth,"96277 Brittany Plain Apt. 801, Martinborough, NY 38490"
CO 8654,MA,USA,COMMERCIAL,True,2016,Audi, Q7,Red,2 Axle,TAG,False,AGN264,TAG3699,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Micheal,"858 Cynthia Course Suite 933, Jessicaland, ME 88346"
AR 4983,FL,USA,ELECTRIC,False,2007,Mercedes-Benz,E-Class,Red,5 Axle,VIDEO,,,,,,,,,
MO 5165,NV,USA,COMMERCIAL,True,2001,Nissan,Sen-tra,Green,3 Axle,TAG,True,AGN691,TAG1671,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jason,"006 Freeman Mission Suite 081, East Lorishire, OR 74117"
AR 4820,NJ,USA,ELECTRIC,True,2012,Subaru,WRX,Red,6-plus Axles,TAG,True,AGN869,TAG2621,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Troy,"8930 Robert Tunnel, Meyersside, OR 39176"
CO 8981,OR,USA,ELECTRIC,False,2020,Volkswagen,Pass-at,Blue,5 Axle,TAG,False,AGN297,TAG8992,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Joann,"9037 Stephen Point, Travisfort, NM 80257"
TE 9206,FL,USA,COMMERCIAL,False,2022,Subaru	,Outback,Green,5 Axle,VIDEO,,,,,,,,,
VI 5052,CA,USA,ELECTRIC,True,2007,Kia,Forte,Blue,3 Axle,TAG,True,AGN198,TAG8778,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Anthony,"3903 Flowers Villages Apt. 201, Corymouth, MH 25507"
TE 761,NV,USA,PERSONAL,False,2024,Subaru	,Cross-trek,Black,4 Axle,TAG,True,AGN530,TAG3301,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Patrick,"4963 Mitchell Lane, Jonathanland, SD 64506"
AR 5097,OR,USA,ELECTRIC,False,2008,Ford,F-150,Blue,4 Axle,TAG,True,AGN434,TAG1058,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Sarah,"700 Caldwell Rue Apt. 788, Owensside, OR 67963"
NE 9906,GA,USA,COMMERCIAL,False,2004,Kia,Sport-age,Green,2 Axle,VIDEO,,,,,,,,,
PE 8240,NJ,USA,PERSONAL,False,2008,Toyota,Corolla,Red,2 Axle,TAG,True,AGN571,TAG6027,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Tiffany,"838 Smith Villages, Port Janice, VT 61393"
CO 8314,AZ,USA,ELECTRIC,True,2019,Volkswagen,Pass-at,Blue,4 Axle,TAG,False,AGN760,TAG2042,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Matthew,"007 Sarah Estates Apt. 069, West Michaelport, HI 59219"
DE 7755,TX,USA,PERSONAL,True,2018,Volkswagen,Jetta,Red,5 Axle,TAG,True,AGN232,TAG1519,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jason,"5951 Keith Squares Suite 478, Bryantberg, TN 70284"
AL 3016,MD,USA,COMMERCIAL,True,2023,Nissan,Al-tima,White,6-plus Axles,VIDEO,,,,,,,,,
MI 8662,AK,USA,ELECTRIC,False,2013,Volkswagen,Golf,Green,4 Axle,TAG,True,AGN852,TAG6018,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,James,"853 Misty Port Suite 477, North Evanburgh, IN 56407"
NO 825,AZ,USA,COMMERCIAL,False,2022,Subaru,Ascent,Red,3 Axle,TAG,False,AGN905,TAG5836,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Taylor,"344 Jaclyn Crescent, Lake Rebeccaside, MD 44883"
NE 2953,PA,USA,PERSONAL,True,2015,Tesla, Model 3,Green,3 Axle,TAG,True,AGN995,TAG2558,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,David,"64588 Duke Corners Suite 987, Caitlinside, RI 99592"
SO 1705,AZ,USA,COMMERCIAL,True,2017,Kia,Sport-age,Blue,2 Axle,VIDEO,,,,,,,,,
CO 4394,NY,USA,PERSONAL,True,2014,BMW,5 Series,White,6-plus Axles,TAG,True,AGN714,TAG9575,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Donald,"695 Christopher Land Apt. 410, New Alexandra, ME 69885"
VI 5269,NV,USA,COMMERCIAL,False,2003,Subaru	,Outback,Green,5 Axle,TAG,False,AGN936,TAG5064,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Holly,"0190 Gray Throughway, Kingbury, NY 31561"
FL 7889,TX,USA,COMMERCIAL,False,2019,Kia,So-rent-o,Red,4 Axle,TAG,True,AGN201,TAG8416,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Jeremy,"3935 Bailey Flat Apt. 517, Angelaborough, TN 60296"
VI 715,TN,USA,COMMERCIAL,False,2019,Hyundai,Tucson,White,4 Axle,VIDEO,,,,,,,,,
PE 3914,TX,USA,COMMERCIAL,True,2007,Audi,Q5,Green,3 Axle,TAG,False,AGN846,TAG2469,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Tyler,"9322 Cole Alley Suite 144, Jessicashire, CA 53463"
NE 9494,AL,USA,ELECTRIC,False,2013,Subaru,WRX,Black,5 Axle,TAG,False,AGN855,TAG6898,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Linda,"374 Thomas Views, East Blakehaven, VI 17410"
MI 4406,AZ,USA,ELECTRIC,False,2003,Toyota,Tacoma,Red,3 Axle,TAG,True,AGN988,TAG6617,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Paul,"203 Rebecca Well, East David, FL 55833"
NO 371,TX,USA,COMMERCIAL,False,2021,Mercedes-Benz,GLE,Red,2 Axle,VIDEO,,,,,,,,,
IO 4245,CO,USA,COMMERCIAL,False,2001,Tesla,Model S,White,3 Axle,TAG,True,AGN529,TAG4000,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jennifer,"47894 Jeffrey Field Apt. 011, Victoriaside, VT 61167"
DE 3615,OH,USA,COMMERCIAL,False,2000,Nissan,Sen-tra,Blue,4 Axle,TAG,True,AGN229,TAG9402,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Cheryl,"15609 White Pike, Adamsburgh, UT 41893"
KE 5478,NJ,USA,PERSONAL,True,2021,Audi,Q5,White,2 Axle,TAG,False,AGN202,TAG7980,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michael,"435 Sarah Courts, Dustinchester, HI 69745"
DE 4369,CA,USA,COMMERCIAL,True,2004,Subaru	,Cross-trek,Black,3 Axle,VIDEO,,,,,,,,,
NE 7702,MI,USA,COMMERCIAL,False,2000,Volkswagen,Pass-at,Black,4 Axle,TAG,True,AGN352,TAG2886,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michelle,"14819 Davila Forge, East Justin, IA 58295"
AL 4468,NC,USA,COMMERCIAL,False,2021,Ford,Explorer,Green,4 Axle,TAG,False,AGN646,TAG3454,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Alex,"6704 Smith Turnpike Apt. 220, East Samuel, MI 27959"
LO 1085,WA,USA,PERSONAL,True,2006,Subaru	,Cross-trek,White,5 Axle,TAG,False,AGN685,TAG9140,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Veronica,"443 Chang Tunnel, Christinaberg, AK 99548"
LO 2807,FL,USA,COMMERCIAL,False,2013,Lexus,NX,White,5 Axle,VIDEO,,,,,,,,,
KA 2891,MI,USA,COMMERCIAL,False,2015,Honda,HR-V,Blue,5 Axle,TAG,False,AGN673,TAG4501,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Desiree,"Unit 4346 Box 6380, DPO AA 56795"
WA 5869,PA,USA,ELECTRIC,False,2006,Kia,Forte,Black,5 Axle,TAG,False,AGN672,TAG1333,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Meredith,"7242 Richard Lakes, Port Thomas, ID 83681"
KE 800,AK,USA,PERSONAL,True,2001,Tesla,Model Y,Black,3 Axle,TAG,False,AGN685,TAG9365,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Tina,"15185 Alyssa Drives, Lake David, VI 84683"
GE 3877,PA,USA,PERSONAL,True,2009,Tesla,Model X,Red,4 Axle,VIDEO,,,,,,,,,
CA 8509,AL,USA,PERSONAL,True,2007,Audi,Q5,Blue,4 Axle,TAG,True,AGN749,TAG1258,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,David,"122 James Land, Port Charles, IL 05977"
NE 7714,VA,USA,PERSONAL,False,2004,Lexus,RX,White,3 Axle,TAG,False,AGN774,TAG2578,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Alexandra,"4169 Rebecca Islands Suite 750, New Dawn, PR 66852"
OR 5059,GA,USA,ELECTRIC,False,2023,Toyota,Camry,Black,2 Axle,TAG,False,AGN952,TAG9171,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Aaron,"3866 Hughes River, Dianaville, CO 05269"
MI 5143,OR,USA,ELECTRIC,False,2023,Subaru,WRX,Green,3 Axle,VIDEO,,,,,,,,,
TE 8920,TX,USA,ELECTRIC,False,2019,Toyota,RAV4,White,4 Axle,TAG,True,AGN405,TAG5160,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Cheryl,"793 Mary Causeway, Suttonton, MP 15001"
MI 2482,NC,USA,ELECTRIC,True,2015,BMW,3 Series,Black,5 Axle,TAG,True,AGN951,TAG9178,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,April,"29139 Walters Fields, South Amyfurt, KY 64810"
ID 6778,MI,USA,ELECTRIC,False,2008,Chevrolet,Silverado,Black,5 Axle,TAG,True,AGN579,TAG4533,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Frederick,"7273 Joseph Freeway Apt. 815, South Natalie, SD 54086"
MI 5822,AL,USA,PERSONAL,False,2021,Mercedes-Benz,GLE,Black,2 Axle,VIDEO,,,,,,,,,
NE 9063,NV,USA,PERSONAL,False,2005,Tesla,Model S,Red,4 Axle,TAG,True,AGN897,TAG7808,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Michael,"9292 Timothy Glens Apt. 747, Avilamouth, GA 16238"
IL 2395,AZ,USA,COMMERCIAL,False,2012,Audi, Q7,Green,2 Axle,TAG,False,AGN195,TAG9115,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Jeremiah,"9164 Peter Green Apt. 511, Andrewfort, MO 22407"
NO 9710,MA,USA,COMMERCIAL,True,2008,Volkswagen,Golf,Green,5 Axle,TAG,False,AGN910,TAG9342,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Nicole,"06271 Jennings Glen, New Nicoleville, WY 61767"
IL 8961,NV,USA,COMMERCIAL,True,2007,Subaru,Ascent,Red,4 Axle,VIDEO,,,,,,,,,
NO 6058,CO,USA,ELECTRIC,True,2006,Subaru	,Outback,White,6-plus Axles,TAG,False,AGN255,TAG7546,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Ronald,"4389 David Rapids Apt. 607, New Lisa, SC 90458"
UT 1769,MD,USA,PERSONAL,True,2023,BMW,5 Series,White,5 Axle,TAG,True,AGN822,TAG3971,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Susan,"34429 Matthew Mountain, Lake Jamie, KS 80497"
KE 1539,NY,USA,COMMERCIAL,False,2001,Subaru	,Outback,Green,6-plus Axles,TAG,True,AGN878,TAG6812,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Joseph,"666 Christina Keys Suite 466, West Kathryn, WY 14911"
NO 7583,GA,USA,COMMERCIAL,False,2001,Toyota,Corolla,White,5 Axle,VIDEO,,,,,,,,,
OH 6386,UT,USA,PERSONAL,False,2017,Kia,Forte,Blue,5 Axle,TAG,True,AGN114,TAG1208,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Tiffany,"5558 Amy Shore Apt. 843, Phillipstown, ME 02129"
WE 8581,TN,USA,PERSONAL,False,2015,BMW,5 Series,Black,6-plus Axles,TAG,False,AGN393,TAG5603,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Mathew,"0489 Melissa Junction, Williamland, GA 39268"
NE 6496,NJ,USA,COMMERCIAL,True,2005,Subaru	,Forester,Black,5 Axle,TAG,True,AGN538,TAG3562,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Thomas,"5350 Conner Valleys Apt. 649, Joshuaville, MI 01171"
AR 5803,AK,USA,PERSONAL,False,2006,Subaru	,Forester,Blue,4 Axle,VIDEO,,,,,,,,,
MI 8260,OR,USA,PERSONAL,False,2014,Subaru	,Forester,Red,4 Axle,TAG,False,AGN984,TAG6397,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,James,"9447 Duran Burg Suite 598, Smithbury, SD 80826"
NE 8599,NV,USA,ELECTRIC,True,2005,Honda,HR-V,Red,5 Axle,TAG,False,AGN641,TAG2711,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Steven,"2840 Amy Burgs, North Amymouth, MS 70095"
NE 2306,PA,USA,COMMERCIAL,False,2023,Audi,A4,Blue,2 Axle,TAG,False,AGN496,TAG7847,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Daniel,"35781 Andrew Unions Apt. 010, New Nathan, PW 48642"
MA 1194,CO,USA,ELECTRIC,True,2003,Subaru,Ascent,Red,5 Axle,VIDEO,,,,,,,,,
VE 3568,GA,USA,PERSONAL,False,2015,Tesla, Model 3,Green,5 Axle,TAG,True,AGN798,TAG6343,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Danielle,"04553 Lamb Dale Apt. 409, East Theresa, CO 79876"
LO 6148,MD,USA,ELECTRIC,True,2001,Hyundai,Sonata,Red,4 Axle,TAG,True,AGN876,TAG4763,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Joshua,"1610 Joseph Rapids Suite 380, New Kent, PW 25532"
AR 5308,NV,USA,ELECTRIC,False,2016,Subaru	,Im-pre-za,Green,4 Axle,TAG,False,AGN326,TAG8732,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Brian,"228 Harris Mountains, New Thomas, DC 94718"
CO 7331,GA,USA,PERSONAL,True,2014,Mercedes-Benz,C-Class,Blue,4 Axle,VIDEO,,,,,,,,,
CA 8471,MA,USA,PERSONAL,False,2013,Kia,Optima,Green,5 Axle,TAG,True,AGN316,TAG1927,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Richard,"80399 Harris Way, New Richard, VA 63592"
NE 9800,FL,USA,PERSONAL,False,2009,Toyota,Camry,Red,5 Axle,TAG,False,AGN798,TAG5428,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jason,"3824 Lee Cape, Saraborough, CA 73178"
NO 3901,MD,USA,ELECTRIC,False,2012,Tesla,Model S,Green,5 Axle,TAG,False,AGN375,TAG9758,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Andrea,"29097 Jonathan Junction Apt. 016, New Annechester, MH 90740"
MI 6937,CO,USA,COMMERCIAL,False,2007,Honda,Accord,Green,4 Axle,VIDEO,,,,,,,,,
WA 9766,NJ,USA,PERSONAL,False,2015,Lexus,GS,Green,6-plus Axles,TAG,True,AGN934,TAG4920,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Timothy,"27637 Alexander Squares Apt. 297, Smithfurt, NV 30689"
CO 809,CA,USA,ELECTRIC,True,2001,Subaru,Ascent,White,3 Axle,TAG,False,AGN479,TAG3881,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Megan,"68024 Wood Via, North Stephen, CA 81871"
OK 7252,MD,USA,PERSONAL,True,2002,Kia,Sport-age,White,5 Axle,TAG,True,AGN512,TAG9203,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Bethany,"31924 Thomas Points Apt. 137, Rodriguezland, IN 85398"
CO 3978,NV,USA,COMMERCIAL,False,2007,Volkswagen,Golf,Black,2 Axle,VIDEO,,,,,,,,,
SO 1028,NY,USA,ELECTRIC,True,2015,Kia,Forte,Red,5 Axle,TAG,True,AGN339,TAG6846,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Sabrina,"6887 Lucas Port, Port Tammy, WA 51289"
MI 3770,NY,USA,ELECTRIC,False,2014,Mercedes-Benz,E-Class,White,5 Axle,TAG,True,AGN328,TAG6528,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Brian,"1927 Brown Route Suite 981, Alvarezhaven, OR 51539"
FL 4249,NJ,USA,PERSONAL,True,2024,Honda,Accord,Black,5 Axle,TAG,False,AGN924,TAG6428,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Shannon,"69332 Nicole Mills, Nunezfurt, MO 94865"
WA 7696,VA,USA,COMMERCIAL,True,2016,Subaru,Ascent,Blue,2 Axle,VIDEO,,,,,,,,,
TE 9916,AZ,USA,PERSONAL,True,2015,Audi,A4,Black,3 Axle,TAG,True,AGN609,TAG8196,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,William,"5154 Jeremiah Viaduct Apt. 065, Jonesview, CT 44356"
CA 985,AK,USA,PERSONAL,False,2004,Volkswagen,Tiguan,Red,5 Axle,TAG,True,AGN778,TAG4173,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,William,"9188 Gibson Port, Jonathonfurt, MT 82122"
CO 4385,NJ,USA,COMMERCIAL,True,2000,Chevrolet,Equinox,Red,4 Axle,TAG,False,AGN230,TAG4386,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Lori,"5029 Schultz Point, Susanborough, KS 67469"
OR 9943,PA,USA,COMMERCIAL,True,2013,Subaru	,Forester,Blue,3 Axle,VIDEO,,,,,,,,,
IL 5239,CA,USA,ELECTRIC,True,2020,Subaru	,Forester,Green,6-plus Axles,TAG,True,AGN732,TAG3992,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Jonathan,"8902 Pitts Well, Amandaview, WI 79263"
RH 4725,TX,USA,ELECTRIC,False,2011,Honda,Civic,Blue,4 Axle,TAG,True,AGN425,TAG2202,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Spencer,"257 Barker Corner Apt. 687, Sullivanmouth, FM 47095"
MA 5217,MD,USA,COMMERCIAL,False,2017,Tesla, Model 3,Black,2 Axle,TAG,True,AGN723,TAG2298,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Dylan,"71577 Marshall Gardens, West Jeffrey, VI 37839"
NE 4299,AL,USA,ELECTRIC,True,2004,Honda,Accord,White,5 Axle,VIDEO,,,,,,,,,
VI 2544,OH,USA,ELECTRIC,True,2002,Chevrolet,Silverado,Green,3 Axle,TAG,False,AGN352,TAG9752,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Tracey,"7974 Samuel Ford Suite 978, New Kevinland, TX 84966"
AL 694,NY,USA,COMMERCIAL,True,2007,Ford,F-150,Black,3 Axle,TAG,False,AGN717,TAG1569,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Charles,"66519 Brown Shoals, West Ryan, NM 27306"
NE 4787,NY,USA,PERSONAL,True,2018,Nissan,Al-tima,Black,6-plus Axles,TAG,False,AGN324,TAG4865,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Christina,"26120 Edwards Way Suite 140, New Heatherview, AS 41346"
MI 7608,AK,USA,PERSONAL,False,2020,Mercedes-Benz,E-Class,Blue,4 Axle,VIDEO,,,,,,,,,
FL 5452,TX,USA,ELECTRIC,False,2009,Subaru	,Cross-trek,White,6-plus Axles,TAG,True,AGN338,TAG1340,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Kelly,"389 Ronnie Ford Suite 465, Gordonberg, FL 43992"
OK 9545,OR,USA,COMMERCIAL,False,2001,Subaru,Ascent,Green,2 Axle,TAG,False,AGN359,TAG9097,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Philip,"121 Michael Trail Suite 862, East Jessica, ID 74661"
KE 9084,AL,USA,PERSONAL,True,2002,Lexus,RX,Black,3 Axle,TAG,False,AGN812,TAG1147,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Maria,"74839 Meyer Streets, South Elizabeth, GU 60054"
WY 7476,IL,USA,PERSONAL,True,2010,Lexus,RX,Blue,6-plus Axles,VIDEO,,,,,,,,,
